监测时间,SO2监测浓度(μg/m3),NO2监测浓度(μg/m3),PM10监测浓度(μg/m3),PM2.5监测浓度(μg/m3),O3监测浓度(μg/m3),CO监测浓度(mg/m3),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m2）
2019-04-24 12:00:00,4.0,17.0,49.0,19.0,111.0,0.5,31.2,60.0,1008.4,1.4,208.9,0.189292,427.471
2019-04-24 13:00:00,3.0,12.0,37.0,22.0,103.0,0.5,31.9,57.0,1007.6,1.4,264.1,0.0540466,436.329
2019-04-24 14:00:00,2.0,11.0,30.0,17.0,94.0,0.4,32.2,56.0,1006.7,1.7,240.8,0.0396393,437.492
2019-04-24 15:00:00,2.0,13.0,32.0,14.0,91.0,0.4,32.4,55.0,1006.1,1.5,218.9,0.04586,448.973
2019-04-24 16:00:00,2.0,13.0,32.0,14.0,91.0,0.4,32.4,55.0,1006.1,1.5,218.9,1.0,475.556
2019-04-24 17:00:00,2.0,13.0,32.0,14.0,91.0,0.4,32.4,55.0,1006.1,1.5,218.9,0.565153,453.009
2019-04-24 18:00:00,2.0,13.0,32.0,14.0,91.0,0.4,32.4,55.0,1006.1,1.5,218.9,0.381844,452.667
2019-04-24 19:00:00,1.0,17.0,11.0,17.0,40.0,0.7,29.2,69.0,1005.9,2.2,263.6,0.318606,445.306
2019-04-24 20:00:00,3.0,18.0,11.0,20.0,33.0,0.7,28.6,72.0,1006.4,1.8,251.4,0.332593,451.333
2019-04-24 21:00:00,6.0,19.0,23.0,17.0,30.0,0.7,28.1,73.0,1006.7,2.3,253.9,0.179645,468.987
2019-04-24 22:00:00,9.0,22.0,40.0,22.0,26.0,0.7,27.7,76.0,1007.1,2.2,239.6,0.342289,442.851
2019-04-24 23:00:00,12.0,23.0,30.0,18.0,25.0,0.8,27.4,76.0,1007.1,2.1,233.5,0.208739,440.997
2019-04-25 00:00:00,12.0,21.0,39.0,19.0,29.0,0.9,27.2,79.0,1006.7,1.8,231.7,0.481542,448.3
2019-04-25 01:00:00,8.0,18.0,29.0,15.0,30.0,0.7,27.1,80.0,1006.2,1.8,237.9,0.529936,445.97
2019-04-25 02:00:00,4.0,17.0,24.0,17.0,28.0,0.7,27.0,81.0,1006.3,1.0,243.6,0.583268,446.5
2019-04-25 03:00:00,6.0,25.0,30.0,17.0,16.0,0.7,26.5,84.0,1006.4,0.6,275.4,0.57952,443.114
2019-04-25 04:00:00,5.0,28.0,32.0,21.0,11.0,0.6,26.6,84.0,1006.4,0.9,267.6,0.576383,444.481
2019-04-25 05:00:00,16.0,36.0,27.0,17.0,10.0,0.6,26.9,79.0,1006.3,1.4,262.7,0.627141,444.169
2019-04-25 06:00:00,9.0,26.0,26.0,17.0,20.0,0.7,27.0,78.0,1006.4,1.8,243.8,0.711724,442.049
2019-04-25 07:00:00,14.0,28.0,28.0,21.0,22.0,0.7,27.8,74.0,1007.2,2.1,235.2,0.745788,441.688
2019-04-25 08:00:00,10.0,25.0,32.0,27.0,32.0,0.8,28.9,68.0,1008.0,2.0,223.7,0.504345,434.306
2019-04-25 09:00:00,5.0,17.0,33.0,19.0,50.0,0.7,29.7,64.0,1008.5,2.4,234.3,0.504345,434.306
2019-04-25 10:00:00,2.0,16.0,44.0,17.0,57.0,0.7,30.2,63.0,1009.0,2.3,238.2,0.260934,431.819
2019-04-25 11:00:00,0.0,14.0,53.0,20.0,66.0,0.7,30.5,63.0,1008.9,1.7,236.4,0.0458419,434.432
2019-04-25 12:00:00,0.0,9.0,28.0,19.0,83.0,0.7,31.5,61.0,1008.3,2.3,240.6,0.0378304,437.293
2019-04-25 13:00:00,0.0,8.0,40.0,17.0,85.0,0.6,31.8,60.0,1007.7,2.1,250.2,0.0438088,442.213
2019-04-25 14:00:00,0.0,9.0,26.0,17.0,86.0,0.6,32.7,57.0,1006.9,1.7,241.0,0.0480537,447.389
2019-04-25 15:00:00,0.0,11.0,34.0,16.0,88.0,0.6,33.0,55.0,1006.2,1.6,266.8,0.0534051,455.967
2019-04-25 16:00:00,4.0,14.0,38.0,17.0,85.0,0.7,32.9,54.0,1005.9,1.3,244.3,0.0416944,488.6
2019-04-25 17:00:00,7.0,20.0,40.0,20.0,76.0,0.7,32.5,56.0,1005.6,1.8,233.0,0.176173,461.656
2019-04-25 18:00:00,9.0,27.0,48.0,20.0,60.0,0.7,31.5,61.0,1005.7,1.6,259.5,0.327518,462.095
2019-04-25 19:00:00,8.0,30.0,43.0,24.0,44.0,0.8,30.6,66.0,1006.2,1.2,245.4,0.083474,459.344
2019-04-25 20:00:00,6.0,36.0,49.0,17.0,25.0,0.8,29.8,69.0,1006.8,1.0,301.2,0.0445338,453.159
2019-04-25 21:00:00,8.0,43.0,44.0,24.0,13.0,0.8,29.2,71.0,1007.4,0.8,30.6,0.0335897,447.26
2019-04-25 22:00:00,10.0,41.0,47.0,26.0,16.0,0.8,28.8,72.0,1007.6,0.9,293.7,0.0358842,443.861
2019-04-25 23:00:00,9.0,27.0,40.0,23.0,29.0,0.7,28.7,72.0,1007.4,1.2,251.5,0.068891,438.837
2019-04-26 00:00:00,8.0,31.0,45.0,21.0,21.0,0.8,28.4,74.0,1007.3,0.7,241.0,0.101547,435.093
2019-04-26 01:00:00,10.0,39.0,41.0,21.0,11.0,0.7,27.8,77.0,1007.0,0.5,307.4,0.110504,432.987
2019-04-26 02:00:00,8.0,36.0,41.0,27.0,12.0,0.7,27.3,81.0,1006.7,0.6,1.8,0.0572668,433.362
2019-04-26 03:00:00,7.0,33.0,40.0,27.0,15.0,0.7,27.4,82.0,1006.3,0.8,250.2,0.117987,434.053
2019-04-26 04:00:00,8.0,35.0,39.0,22.0,14.0,0.7,27.2,83.0,1006.6,0.6,319.4,1.0,452.091
2019-04-26 05:00:00,7.0,33.0,36.0,24.0,14.0,0.7,27.1,84.0,1007.1,0.7,319.6,0.376345,432.277
2019-04-26 06:00:00,13.0,23.0,34.0,28.0,27.0,0.7,27.1,85.0,1007.9,1.0,101.0,0.239531,431.139
2019-04-26 07:00:00,17.0,21.0,34.0,20.0,32.0,0.7,27.5,82.0,1008.7,1.3,114.9,0.633308,430.622
2019-04-26 08:00:00,6.0,27.0,50.0,22.0,30.0,0.8,28.3,78.0,1009.1,1.3,121.5,0.550191,432.309
2019-04-26 09:00:00,11.0,45.0,67.0,26.0,14.0,0.9,28.4,78.0,1009.7,1.3,68.3,0.839521,437.589
2019-04-26 10:00:00,23.0,30.0,47.0,33.0,53.0,0.8,29.9,70.0,1010.0,1.1,251.3,0.839521,437.589
2019-04-26 11:00:00,8.0,19.0,44.0,21.0,76.0,0.7,30.4,65.0,1009.3,2.0,238.0,0.294142,440.388
2019-04-26 12:00:00,7.0,19.0,42.0,19.0,90.0,0.7,30.9,65.0,1008.8,1.2,298.8,0.34,469.438
2019-04-26 13:00:00,3.0,30.0,53.0,23.0,65.0,0.7,27.2,73.0,1008.6,2.8,41.9,0.853656,471.297
2019-04-26 14:00:00,3.0,33.0,85.0,23.0,65.0,0.7,25.4,83.0,1007.7,2.0,56.8,0.152639,451.987
2019-04-26 15:00:00,4.0,32.0,14.0,13.0,81.0,0.7,27.8,75.0,1006.7,1.9,66.1,0.0892423,453.073
2019-04-26 16:00:00,5.0,41.0,42.0,11.0,64.0,0.7,29.7,73.0,1006.3,1.3,73.4,0.120316,455.912
2019-04-26 17:00:00,6.0,44.0,59.0,20.0,45.0,0.8,30.4,71.0,1006.3,1.1,51.3,0.0,453.188
2019-04-26 18:00:00,7.0,38.0,48.0,25.0,37.0,0.7,29.9,72.0,1007.0,1.2,93.0,0.0,452.489
2019-04-26 19:00:00,7.0,38.0,55.0,24.0,25.0,0.7,28.8,77.0,1007.4,1.6,110.9,0.0155132,454.078
2019-04-26 20:00:00,6.0,37.0,47.0,23.0,21.0,0.7,28.3,80.0,1008.3,1.8,101.7,0.0177565,447.542
2019-04-26 21:00:00,6.0,35.0,34.0,21.0,20.0,0.6,27.9,81.0,1009.1,1.3,91.3,0.0267814,446.029
2019-04-26 22:00:00,6.0,29.0,35.0,16.0,27.0,0.6,27.8,81.0,1009.6,1.2,97.1,0.0307783,438.14
2019-04-26 23:00:00,5.0,23.0,29.0,20.0,32.0,0.6,27.6,82.0,1010.3,0.8,89.7,0.0290001,429.722
2019-04-27 00:00:00,5.0,38.0,12.0,13.0,16.0,0.6,27.1,84.0,1010.8,1.6,55.0,0.020983,440.154
2019-04-27 01:00:00,5.0,20.0,14.0,23.0,85.0,0.6,24.4,78.0,1010.8,2.5,61.0,0.576294,441.478
2019-04-27 02:00:00,6.0,20.0,13.0,23.0,90.0,0.6,23.5,79.0,1010.3,2.6,62.5,0.406602,439.993
2019-04-27 03:00:00,5.0,24.0,9.0,6.0,78.0,0.6,23.8,78.0,1009.6,1.9,73.3,0.888702,437.461
2019-04-27 04:00:00,5.0,25.0,11.0,7.0,70.0,0.6,24.3,76.0,1009.7,1.2,91.2,0.924142,428.821
2019-04-27 05:00:00,5.0,32.0,16.0,7.0,56.0,0.6,24.4,76.0,1009.8,1.6,76.1,0.9254,434.224
2019-04-27 06:00:00,5.0,51.0,19.0,8.0,29.0,0.7,24.4,78.0,1010.6,1.3,53.3,0.665539,432.451
2019-04-27 07:00:00,5.0,59.0,29.0,9.0,20.0,0.7,24.6,78.0,1011.0,1.5,61.7,0.558578,431.547
2019-04-27 08:00:00,6.0,66.0,33.0,11.0,13.0,0.8,24.8,79.0,1011.3,1.5,72.9,0.578386,432.664
2019-04-27 09:00:00,6.0,63.0,38.0,18.0,28.0,0.8,25.9,75.0,1011.1,1.5,65.8,0.916068,433.272
2019-04-27 10:00:00,7.0,35.0,36.0,15.0,72.0,0.7,26.7,72.0,1011.3,2.0,78.5,0.184822,433.379
2019-04-27 11:00:00,6.0,40.0,47.0,19.0,71.0,0.7,26.5,74.0,1010.8,1.7,77.5,0.184822,433.379
2019-04-27 12:00:00,6.0,35.0,43.0,22.0,75.0,0.6,26.4,76.0,1010.5,1.6,90.6,0.270222,439.536
2019-04-27 13:00:00,6.0,72.0,44.0,23.0,16.0,0.9,24.8,83.0,1010.5,1.4,343.6,1.0,466.348
2019-04-27 14:00:00,4.0,45.0,23.0,27.0,36.0,0.7,22.1,92.0,1011.4,2.3,339.0,0.10443,443.551
2019-04-27 15:00:00,3.0,52.0,0.0,27.0,28.0,0.7,21.9,94.0,1009.7,2.0,50.5,0.278964,448.065
2019-04-27 16:00:00,4.0,42.0,8.0,27.0,42.0,0.7,22.0,94.0,1009.4,2.2,107.6,0.986103,469.152
2019-04-27 17:00:00,4.0,52.0,8.0,27.0,32.0,0.7,22.4,92.0,1009.6,1.7,97.6,0.136688,446.696
2019-04-27 18:00:00,4.0,55.0,14.0,6.0,26.0,0.7,22.6,90.0,1009.7,1.5,94.1,0.143719,452.84
2019-04-27 19:00:00,5.0,73.0,17.0,8.0,7.0,0.8,22.6,90.0,1010.0,1.3,108.8,0.109286,452.23
2019-04-27 20:00:00,6.0,69.0,22.0,9.0,5.0,0.8,22.6,90.0,1010.6,0.7,64.6,0.114839,456.316
2019-04-27 21:00:00,8.0,65.0,21.0,15.0,5.0,0.8,22.5,91.0,1011.3,0.7,77.6,0.145206,453.411
2019-04-27 22:00:00,10.0,59.0,28.0,16.0,7.0,0.7,22.6,90.0,1011.8,0.5,27.3,0.104908,451.731
2019-04-27 23:00:00,6.0,58.0,26.0,20.0,8.0,0.7,22.8,89.0,1011.8,0.7,16.6,0.0584748,446.897
2019-04-28 00:00:00,7.0,65.0,26.0,21.0,0.0,0.8,22.9,90.0,1011.6,0.8,40.1,0.0426852,426.609
2019-04-28 01:00:00,6.0,68.0,33.0,22.0,0.0,0.8,22.7,92.0,1011.3,1.2,48.0,0.0329632,427.389
2019-04-28 02:00:00,5.0,69.0,34.0,19.0,0.0,0.9,22.6,92.0,1011.1,1.3,57.2,0.0388585,424.14
2019-04-28 03:00:00,6.0,68.0,41.0,23.0,0.0,0.8,22.5,91.0,1010.6,1.9,73.4,0.0626476,419.562
2019-04-28 04:00:00,7.0,65.0,46.0,26.0,0.0,0.9,22.6,91.0,1010.6,1.3,70.1,0.0446348,419.039
2019-04-28 05:00:00,6.0,61.0,44.0,32.0,0.0,0.8,22.7,91.0,1011.1,1.1,52.4,0.142002,418.493
2019-04-28 06:00:00,6.0,59.0,39.0,35.0,3.0,0.8,22.8,91.0,1011.5,1.5,60.8,0.681519,420.548
2019-04-28 07:00:00,5.0,55.0,30.0,32.0,12.0,0.8,23.2,89.0,1012.0,1.6,63.5,0.765343,439.561
2019-04-28 08:00:00,5.0,47.0,28.0,28.0,33.0,0.8,23.8,85.0,1012.5,1.9,68.4,0.34,459.692
2019-04-28 09:00:00,5.0,40.0,25.0,18.0,46.0,0.7,24.7,81.0,1012.8,1.7,82.9,0.34,459.692
2019-04-28 10:00:00,5.0,41.0,36.0,16.0,47.0,0.7,25.2,79.0,1012.8,1.6,89.4,0.298338,448.495
2019-04-28 11:00:00,6.0,43.0,34.0,18.0,48.0,0.7,25.5,78.0,1012.3,1.5,90.8,1.0,444.063
2019-04-28 12:00:00,7.0,37.0,28.0,15.0,59.0,0.7,26.2,76.0,1011.6,1.3,85.7,0.24636,458.658
2019-04-28 13:00:00,8.0,30.0,26.0,17.0,73.0,0.7,26.7,74.0,1011.0,1.6,93.9,0.911651,469.485
2019-04-28 14:00:00,8.0,28.0,36.0,21.0,83.0,0.7,27.2,73.0,1010.1,1.7,108.1,0.85618,471.285
2019-04-28 15:00:00,5.0,23.0,25.0,24.0,100.0,0.7,28.0,70.0,1009.0,1.6,112.0,0.427802,453.737
2019-04-28 16:00:00,5.0,24.0,48.0,22.0,92.0,0.7,28.2,70.0,1008.6,1.4,73.5,0.0455195,457.31
2019-04-28 17:00:00,5.0,29.0,36.0,19.0,82.0,0.7,28.1,71.0,1008.4,1.2,92.7,0.875157,475.047
2019-04-28 18:00:00,5.0,28.0,44.0,23.0,76.0,0.7,27.4,74.0,1008.7,1.7,112.7,0.324784,476.961
2019-04-28 19:00:00,4.0,20.0,29.0,22.0,57.0,0.6,26.7,76.0,1009.5,1.7,107.4,1.0,477.949
2019-04-28 20:00:00,5.0,25.0,31.0,19.0,48.0,0.6,26.4,78.0,1010.5,1.2,110.7,0.0712817,449.807
2019-04-28 21:00:00,4.0,24.0,25.0,21.0,49.0,0.6,26.0,79.0,1010.9,1.3,89.0,0.0740918,441.701
2019-04-28 22:00:00,4.0,25.0,32.0,16.0,44.0,0.6,25.9,80.0,1011.2,1.4,109.9,0.163282,436.833
2019-04-28 23:00:00,3.0,27.0,35.0,17.0,38.0,0.6,25.4,83.0,1011.0,1.3,109.0,0.160896,428.161
2019-04-29 00:00:00,4.0,28.0,43.0,22.0,33.0,0.6,25.1,84.0,1010.4,1.2,109.2,0.128267,426.223
2019-04-29 01:00:00,5.0,31.0,36.0,24.0,26.0,0.6,24.8,85.0,1009.8,0.7,83.6,0.0862315,424.128
2019-04-29 02:00:00,4.0,35.0,33.0,18.0,16.0,0.6,24.5,86.0,1009.5,0.7,90.6,0.0703723,422.731
2019-04-29 03:00:00,6.0,56.0,40.0,21.0,0.0,0.7,24.0,89.0,1009.1,0.7,62.1,0.81711,455.379
2019-04-29 04:00:00,11.0,62.0,42.0,30.0,0.0,0.7,23.9,90.0,1009.2,0.7,41.9,0.243187,424.2
2019-04-29 05:00:00,10.0,60.0,40.0,32.0,0.0,0.7,24.1,89.0,1009.2,1.0,78.4,0.488309,457.462
2019-04-29 06:00:00,9.0,61.0,40.0,28.0,0.0,0.7,24.4,88.0,1009.4,0.9,73.6,0.0196394,420.793
2019-04-29 07:00:00,16.0,60.0,38.0,28.0,4.0,0.7,25.2,85.0,1009.9,1.2,93.5,0.258991,422.293
2019-04-29 08:00:00,14.0,60.0,45.0,36.0,5.0,0.8,25.9,82.0,1010.6,1.0,90.5,0.0,422.319
2019-04-29 09:00:00,12.0,54.0,57.0,36.0,16.0,0.7,27.0,78.0,1011.1,1.1,78.8,0.0,419.487
2019-04-29 10:00:00,8.0,44.0,47.0,34.0,28.0,0.7,27.5,77.0,1010.7,1.5,62.4,0.0,419.487
2019-04-29 11:00:00,7.0,28.0,42.0,28.0,64.0,0.6,28.7,72.0,1009.7,2.2,118.2,0.706057,432.603
2019-04-29 12:00:00,4.0,17.0,41.0,19.0,94.0,0.6,29.4,69.0,1008.7,2.3,103.5,0.34,468.338
2019-04-29 13:00:00,5.0,14.0,37.0,19.0,108.0,0.6,29.9,67.0,1007.8,2.0,106.8,0.117276,437.788
2019-04-29 14:00:00,4.0,17.0,40.0,24.0,90.0,0.6,30.2,65.0,1007.0,1.9,230.8,0.298346,453.16
2019-04-29 15:00:00,5.0,13.0,39.0,23.0,84.0,0.6,30.5,62.0,1006.2,2.0,275.4,0.251999,475.875
2019-04-29 16:00:00,5.0,13.0,35.0,17.0,82.0,0.6,30.3,64.0,1005.5,1.8,268.6,0.187881,449.653
2019-04-29 17:00:00,5.0,14.0,37.0,14.0,71.0,0.6,29.9,65.0,1005.3,2.3,260.2,0.906249,453.004
2019-04-29 18:00:00,6.0,20.0,38.0,18.0,51.0,0.6,29.0,68.0,1005.8,2.0,236.7,0.0,457.119
2019-04-29 19:00:00,7.0,20.0,39.0,14.0,38.0,0.6,28.3,72.0,1006.6,1.9,257.0,0.12805,459.773
2019-04-29 20:00:00,6.0,19.0,30.0,16.0,31.0,0.6,27.8,75.0,1007.2,1.4,289.7,0.115787,453.529
2019-04-29 21:00:00,5.0,24.0,30.0,9.0,24.0,0.6,27.5,77.0,1007.7,1.0,302.7,0.188305,448.95
2019-04-29 22:00:00,5.0,36.0,30.0,11.0,11.0,0.6,27.2,79.0,1008.1,1.1,98.6,0.10666,441.435
2019-04-29 23:00:00,5.0,31.0,35.0,13.0,14.0,0.6,26.7,82.0,1007.9,1.1,103.4,0.125476,438.665
2019-04-30 00:00:00,4.0,30.0,21.0,17.0,10.0,0.6,26.2,85.0,1007.4,0.8,88.9,0.103549,433.159
2019-04-30 01:00:00,5.0,34.0,22.0,10.0,5.0,0.5,25.9,87.0,1006.7,0.7,79.0,0.127163,432.335
2019-04-30 02:00:00,5.0,34.0,27.0,15.0,4.0,0.5,25.9,88.0,1006.2,0.7,75.0,0.0918061,434.49
2019-04-30 03:00:00,5.0,30.0,29.0,15.0,8.0,0.5,26.1,87.0,1005.9,0.8,43.5,0.0986616,432.437
2019-04-30 04:00:00,4.0,31.0,28.0,16.0,4.0,0.6,26.0,88.0,1005.8,0.6,74.3,0.146314,430.511
2019-04-30 05:00:00,5.0,35.0,27.0,14.0,0.0,0.6,25.8,89.0,1005.6,0.5,67.1,0.289141,445.338
2019-04-30 06:00:00,5.0,32.0,29.0,15.0,3.0,0.6,25.9,89.0,1005.7,0.5,13.6,0.293896,429.908
2019-04-30 07:00:00,7.0,32.0,28.0,19.0,10.0,0.7,26.9,86.0,1006.1,0.7,6.4,0.420109,429.52
2019-04-30 08:00:00,8.0,28.0,26.0,18.0,24.0,0.8,28.2,78.0,1006.3,1.4,247.3,0.741592,436.532
2019-04-30 09:00:00,7.0,33.0,50.0,21.0,18.0,0.7,28.0,79.0,1006.7,2.4,232.1,0.692715,432.769
2019-04-30 10:00:00,7.0,18.0,50.0,20.0,18.0,0.6,24.4,86.0,1007.7,2.4,251.9,0.525662,437.591
2019-04-30 11:00:00,4.0,18.0,12.0,2.0,88.0,0.6,24.7,83.0,1007.8,2.2,246.4,0.525662,437.591
2019-04-30 12:00:00,4.0,18.0,13.0,3.0,97.0,0.6,25.2,78.0,1007.3,2.5,251.2,0.3938,441.493
2019-04-30 13:00:00,4.0,14.0,10.0,4.0,115.0,0.6,26.2,72.0,1005.7,1.9,260.2,0.292452,468.821
2019-04-30 14:00:00,4.0,20.0,19.0,9.0,119.0,0.7,26.9,69.0,1004.3,1.4,3.1,0.112684,448.358
2019-04-30 15:00:00,3.0,24.0,28.0,13.0,129.0,0.7,26.8,70.0,1004.1,0.8,42.0,0.999093,472.5
2019-04-30 16:00:00,4.0,42.0,32.0,12.0,106.0,0.7,27.2,70.0,1004.0,0.6,5.1,0.263218,452.986
2019-04-30 17:00:00,5.0,40.0,33.0,17.0,107.0,0.8,27.5,69.0,1004.2,1.1,256.1,0.308178,472.836
2019-04-30 18:00:00,6.0,35.0,45.0,21.0,102.0,0.8,26.6,71.0,1004.9,0.9,270.6,0.152033,454.478
2019-04-30 19:00:00,5.0,42.0,34.0,19.0,70.0,0.8,26.3,74.0,1005.7,0.6,254.9,0.737912,456.718
2019-04-30 20:00:00,6.0,50.0,38.0,24.0,53.0,0.9,26.0,76.0,1006.3,0.5,288.1,0.471089,450.58
2019-04-30 21:00:00,5.0,42.0,42.0,28.0,58.0,0.8,26.2,75.0,1007.0,0.9,279.3,0.15016,449.85
2019-04-30 22:00:00,5.0,44.0,43.0,25.0,28.0,0.8,24.9,79.0,1007.4,1.9,340.1,0.183819,447.112
2019-04-30 23:00:00,4.0,30.0,20.0,17.0,36.0,0.8,24.0,79.0,1007.3,1.6,337.3,0.144384,445.252
2019-05-01 00:00:00,5.0,33.0,2.0,6.0,30.0,0.8,23.8,77.0,1007.0,1.4,313.5,0.0473638,426.545
2019-05-01 01:00:00,4.0,46.0,21.0,5.0,11.0,0.8,23.4,79.0,1006.7,1.3,318.1,0.0595951,422.407
2019-05-01 02:00:00,5.0,46.0,24.0,11.0,8.0,0.8,23.0,78.0,1006.6,1.6,325.2,0.136661,424.833
2019-05-01 03:00:00,6.0,34.0,19.0,12.0,16.0,0.8,22.4,76.0,1006.6,1.8,333.9,0.242044,423.768
2019-05-01 04:00:00,6.0,25.0,20.0,10.0,24.0,0.8,22.0,74.0,1007.0,1.6,318.3,0.0474387,420.972
2019-05-01 05:00:00,6.0,23.0,15.0,10.0,27.0,0.8,21.4,74.0,1007.4,1.8,326.9,0.845925,441.055
2019-05-01 06:00:00,6.0,22.0,14.0,9.0,30.0,0.8,21.3,73.0,1008.0,2.0,331.4,0.977792,460.055
2019-05-01 07:00:00,8.0,26.0,20.0,10.0,27.0,0.8,21.3,72.0,1009.0,2.1,332.5,0.56513,459.073
2019-05-01 08:00:00,6.0,28.0,23.0,15.0,26.0,0.8,21.6,71.0,1009.8,1.8,337.4,0.0396681,429.64
2019-05-01 09:00:00,5.0,28.0,24.0,14.0,27.0,0.9,21.8,70.0,1010.2,1.8,346.0,0.0396681,429.64
2019-05-01 10:00:00,5.0,28.0,26.0,10.0,32.0,0.9,22.7,67.0,1010.3,1.7,358.5,1.0,435.281
2019-05-01 11:00:00,5.0,28.0,29.0,9.0,40.0,0.9,23.4,66.0,1010.0,1.5,355.8,0.0614782,445.174
2019-05-01 12:00:00,5.0,27.0,26.0,8.0,55.0,0.9,24.9,63.0,1009.4,1.2,347.8,0.79248,468.423
2019-05-01 13:00:00,5.0,22.0,24.0,15.0,87.0,0.9,25.2,62.0,1008.4,1.7,12.8,0.557781,451.522
2019-05-01 14:00:00,4.0,19.0,29.0,14.0,110.0,0.9,25.8,60.0,1007.4,1.9,6.2,0.853545,471.667
2019-05-01 15:00:00,3.0,19.0,33.0,10.0,110.0,0.8,25.9,60.0,1006.8,1.5,351.2,0.59535,473.911
2019-05-01 16:00:00,5.0,23.0,30.0,10.0,85.0,0.9,25.2,63.0,1006.9,2.0,355.6,0.877457,462.357
2019-05-01 17:00:00,4.0,26.0,31.0,15.0,77.0,0.9,25.0,63.0,1006.8,1.8,358.4,0.0641936,453.894
2019-05-01 18:00:00,5.0,30.0,31.0,15.0,68.0,0.9,24.8,64.0,1007.2,1.7,7.8,1.0,477.843
2019-05-01 19:00:00,4.0,33.0,28.0,15.0,56.0,0.9,24.7,64.0,1007.8,1.5,11.4,0.224761,455.568
2019-05-01 20:00:00,5.0,38.0,30.0,15.0,42.0,0.9,24.4,66.0,1008.7,1.7,49.2,0.302372,450.079
2019-05-01 21:00:00,7.0,40.0,32.0,11.0,29.0,1.0,24.2,66.0,1009.5,1.7,42.2,0.125814,443.083
2019-05-01 22:00:00,6.0,32.0,33.0,15.0,40.0,0.9,23.9,67.0,1010.0,2.1,43.0,0.162451,436.101
2019-05-01 23:00:00,5.0,26.0,33.0,20.0,46.0,0.9,23.5,67.0,1010.1,2.1,40.7,0.366036,437.958
2019-05-02 00:00:00,5.0,26.0,42.0,22.0,46.0,0.9,22.9,67.0,1009.6,1.8,39.3,0.393413,436.925
2019-05-02 01:00:00,4.0,24.0,33.0,25.0,45.0,0.9,22.6,67.0,1009.5,1.4,43.0,0.342779,434.873
2019-05-02 02:00:00,4.0,27.0,34.0,25.0,39.0,0.9,22.4,68.0,1009.1,1.5,54.3,0.294107,427.401
2019-05-02 03:00:00,5.0,26.0,37.0,26.0,41.0,0.9,22.3,67.0,1009.0,1.4,40.2,0.172692,419.963
2019-05-02 04:00:00,4.0,27.0,37.0,23.0,39.0,0.8,22.0,69.0,1009.2,1.4,45.8,0.158112,419.57
2019-05-02 05:00:00,5.0,24.0,42.0,21.0,40.0,0.9,20.7,78.0,1009.9,1.9,67.3,0.166768,419.295
2019-05-02 06:00:00,3.0,26.0,38.0,23.0,36.0,0.9,19.3,88.0,1010.9,1.6,45.2,0.234072,418.312
2019-05-02 07:00:00,4.0,33.0,31.0,22.0,28.0,0.9,19.2,90.0,1011.3,1.7,35.6,0.179853,421.373
2019-05-02 08:00:00,5.0,35.0,32.0,21.0,30.0,0.9,19.7,87.0,1011.8,2.2,44.1,0.727806,424.831
2019-05-02 09:00:00,5.0,33.0,31.0,29.0,39.0,0.9,20.3,84.0,1012.3,1.8,35.7,0.145115,421.972
2019-05-02 10:00:00,4.0,28.0,28.0,23.0,46.0,0.9,21.2,80.0,1012.4,2.1,43.5,0.145115,421.972
2019-05-02 11:00:00,5.0,27.0,31.0,22.0,51.0,0.9,21.9,76.0,1012.3,1.8,42.8,0.169125,425.492
2019-05-02 12:00:00,6.0,29.0,34.0,18.0,51.0,0.9,22.5,74.0,1011.8,1.9,32.4,0.165014,429.977
2019-05-02 13:00:00,7.0,30.0,34.0,19.0,55.0,0.9,22.5,74.0,1011.2,1.6,26.6,0.166509,432.256
2019-05-02 14:00:00,6.0,33.0,37.0,23.0,58.0,0.8,22.4,74.0,1010.7,1.7,33.2,0.12666,440.994
2019-05-02 15:00:00,6.0,39.0,44.0,22.0,39.0,0.9,21.4,82.0,1010.2,1.8,353.7,0.117128,448.105
2019-05-02 16:00:00,5.0,40.0,31.0,23.0,30.0,0.9,20.5,89.0,1010.5,1.6,329.2,0.0608394,454.366
2019-05-02 17:00:00,4.0,39.0,21.0,22.0,33.0,0.8,20.1,90.0,1010.6,2.1,0.6,0.0617965,458.855
2019-05-02 18:00:00,4.0,36.0,16.0,12.0,34.0,0.8,20.1,90.0,1011.0,1.4,25.5,0.450132,455.173
2019-05-02 19:00:00,4.0,42.0,12.0,10.0,17.0,0.9,20.3,90.0,1011.5,1.3,28.6,0.104453,452.034
2019-05-02 20:00:00,4.0,39.0,18.0,10.0,24.0,0.8,20.2,89.0,1012.1,1.7,45.2,0.0432523,452.293
2019-05-02 21:00:00,4.0,41.0,14.0,9.0,22.0,0.8,20.0,89.0,1012.4,1.3,48.3,0.0662326,441.619
2019-05-02 22:00:00,5.0,47.0,21.0,17.0,13.0,0.8,20.0,89.0,1012.8,1.1,36.4,0.0895589,434.786
2019-05-02 23:00:00,6.0,39.0,17.0,18.0,18.0,0.8,20.2,88.0,1012.9,1.3,24.5,0.0578165,431.108
2019-05-03 00:00:00,6.0,41.0,20.0,14.0,14.0,0.8,20.3,88.0,1012.6,1.2,25.9,0.0684716,433.46
2019-05-03 01:00:00,6.0,40.0,17.0,17.0,15.0,0.8,20.3,88.0,1012.3,1.4,36.6,0.268544,431.825
