监测时间,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m²）
2019-4-27 1:00,5,20,14,23,85,0.6,24.4,78,1010.8,2.5,61,0.576294,441.478
2019-4-27 2:00,6,20,13,-1,90,0.6,23.5,79,1010.3,2.6,62.5,0.406602,439.993
2019-4-27 3:00,5,24,9,6,78,0.6,23.8,78,1009.6,1.9,73.3,0.888702,437.461
2019-4-27 4:00,5,25,11,7,70,0.6,24.3,76,1009.7,1.2,91.2,0.924142,428.821
2019-4-27 5:00,5,32,16,7,56,0.6,24.4,76,1009.8,1.6,76.1,0.9254,434.224
2019-4-27 6:00,5,51,19,8,29,0.7,24.4,78,1010.6,1.3,53.3,0.665539,432.451
2019-4-27 7:00,5,59,29,9,20,0.7,24.6,78,1011,1.5,61.7,0.558578,431.547
2019-4-27 8:00,6,66,33,11,13,0.8,24.8,79,1011.3,1.5,72.9,0.578386,432.664
2019-4-27 9:00,6,63,38,18,28,0.8,25.9,75,1011.1,1.5,65.8,0.916068,433.272
2019-4-27 10:00,7,35,36,15,72,0.7,26.7,72,1011.3,2,78.5,0.184822,433.379
2019-4-27 11:00,6,40,47,19,71,0.7,26.5,74,1010.8,1.7,77.5,0.184822,433.379
2019-4-27 12:00,6,35,43,22,75,0.6,26.4,76,1010.5,1.6,90.6,0.270222,439.536
2019-4-27 13:00,6,72,44,23,16,0.9,24.8,83,1010.5,1.4,343.6,1,466.348
2019-4-27 14:00,4,45,23,27,36,0.7,22.1,92,1011.4,2.3,339,0.10443,443.551
2019-4-27 15:00,3,52,0,-1,28,0.7,21.9,94,1009.7,2,50.5,0.278964,448.065
2019-4-27 16:00,4,42,8,-2,42,0.7,22,94,1009.4,2.2,107.6,0.986103,469.152
2019-4-27 17:00,4,52,8,-2,32,0.7,22.4,92,1009.6,1.7,97.6,0.136688,446.696
2019-4-27 18:00,4,55,14,6,26,0.7,22.6,90,1009.7,1.5,94.1,0.143719,452.84
2019-4-27 19:00,5,73,17,8,7,0.8,22.6,90,1010,1.3,108.8,0.109286,452.23
2019-4-27 20:00,6,69,22,9,5,0.8,22.6,90,1010.6,0.7,64.6,0.114839,456.316
2019-4-27 21:00,8,65,21,15,5,0.8,22.5,91,1011.3,0.7,77.6,0.145206,453.411
2019-4-27 22:00,10,59,28,16,7,0.7,22.6,90,1011.8,0.5,27.3,0.104908,451.731
2019-4-27 23:00,6,58,26,20,8,0.7,22.8,89,1011.8,0.7,16.6,0.0584748,446.897
2019-4-28 0:00,7,65,26,21,0,0.8,22.9,90,1011.6,0.8,40.1,0.0426852,426.609
2019-4-28 1:00,6,68,33,22,0,0.8,22.7,92,1011.3,1.2,48,0.0329632,427.389
2019-4-28 2:00,5,69,34,19,0,0.9,22.6,92,1011.1,1.3,57.2,0.0388585,424.14
2019-4-28 3:00,6,68,41,23,0,0.8,22.5,91,1010.6,1.9,73.4,0.0626476,419.562
2019-4-28 4:00,7,65,46,26,0,0.9,22.6,91,1010.6,1.3,70.1,0.0446348,419.039
2019-4-28 5:00,6,61,44,32,0,0.8,22.7,91,1011.1,1.1,52.4,0.142002,418.493
2019-4-28 6:00,6,59,39,35,3,0.8,22.8,91,1011.5,1.5,60.8,0.681519,420.548
2019-4-28 7:00,5,55,30,32,12,0.8,23.2,89,1012,1.6,63.5,0.765343,439.561
2019-4-28 8:00,5,47,28,28,33,0.8,23.8,85,1012.5,1.9,68.4,0.34,459.692
2019-4-28 9:00,5,40,25,18,46,0.7,24.7,81,1012.8,1.7,82.9,0.34,459.692
2019-4-28 10:00,5,41,36,16,47,0.7,25.2,79,1012.8,1.6,89.4,0.298338,448.495
2019-4-28 11:00,6,43,34,18,48,0.7,25.5,78,1012.3,1.5,90.8,1,444.063
2019-4-28 12:00,7,37,28,15,59,0.7,26.2,76,1011.6,1.3,85.7,0.24636,458.658
2019-4-28 13:00,8,30,26,17,73,0.7,26.7,74,1011,1.6,93.9,0.911651,469.485
2019-4-28 14:00,8,28,36,21,83,0.7,27.2,73,1010.1,1.7,108.1,0.85618,471.285
2019-4-28 15:00,5,23,25,24,100,0.7,28,70,1009,1.6,112,0.427802,453.737
2019-4-28 16:00,5,24,48,22,92,0.7,28.2,70,1008.6,1.4,73.5,0.0455195,457.31
2019-4-28 17:00,5,29,36,19,82,0.7,28.1,71,1008.4,1.2,92.7,0.875157,475.047
2019-4-28 18:00,5,28,44,23,76,0.7,27.4,74,1008.7,1.7,112.7,0.324784,476.961
2019-4-28 19:00,4,20,29,22,57,0.6,26.7,76,1009.5,1.7,107.4,1,477.949
2019-4-28 20:00,5,25,31,19,48,0.6,26.4,78,1010.5,1.2,110.7,0.0712817,449.807
2019-4-28 21:00,4,24,25,21,49,0.6,26,79,1010.9,1.3,89,0.0740918,441.701
2019-4-28 22:00,4,25,32,16,44,0.6,25.9,80,1011.2,1.4,109.9,0.163282,436.833
2019-4-28 23:00,3,27,35,17,38,0.6,25.4,83,1011,1.3,109,0.160896,428.161
2019-4-29 0:00,4,28,43,22,33,0.6,25.1,84,1010.4,1.2,109.2,0.128267,426.223
2019-4-29 1:00,5,31,36,24,26,0.6,24.8,85,1009.8,0.7,83.6,0.0862315,424.128
2019-4-29 2:00,4,35,33,18,16,0.6,24.5,86,1009.5,0.7,90.6,0.0703723,422.731
2019-4-29 3:00,6,56,40,21,0,0.7,24,89,1009.1,0.7,62.1,0.81711,455.379
2019-4-29 4:00,11,62,42,30,0,0.7,23.9,90,1009.2,0.7,41.9,0.243187,424.2
2019-4-29 5:00,10,60,40,32,-1,0.7,24.1,89,1009.2,1,78.4,0.488309,457.462
2019-4-29 6:00,9,61,40,28,0,0.7,24.4,88,1009.4,0.9,73.6,0.0196394,420.793
2019-4-29 7:00,16,60,38,28,4,0.7,25.2,85,1009.9,1.2,93.5,0.258991,422.293
2019-4-29 8:00,14,60,45,36,5,0.8,25.9,82,1010.6,1,90.5,0,422.319
2019-4-29 9:00,12,54,57,36,16,0.7,27,78,1011.1,1.1,78.8,0,419.487
2019-4-29 10:00,8,44,47,34,28,0.7,27.5,77,1010.7,1.5,62.4,0,419.487
2019-4-29 11:00,7,28,42,28,64,0.6,28.7,72,1009.7,2.2,118.2,0.706057,432.603
2019-4-29 12:00,4,17,41,19,94,0.6,29.4,69,1008.7,2.3,103.5,0.34,468.338
2019-4-29 13:00,5,14,37,19,108,0.6,29.9,67,1007.8,2,106.8,0.117276,437.788
2019-4-29 14:00,4,17,40,24,90,0.6,30.2,65,1007,1.9,230.8,0.298346,453.16
2019-4-29 15:00,5,13,39,23,84,0.6,30.5,62,1006.2,2,275.4,0.251999,475.875
2019-4-29 16:00,5,13,35,17,82,0.6,30.3,64,1005.5,1.8,268.6,0.187881,449.653
2019-4-29 17:00,5,14,37,14,71,0.6,29.9,65,1005.3,2.3,260.2,0.906249,453.004
2019-4-29 18:00,6,20,38,18,51,0.6,29,68,1005.8,2,236.7,0,457.119
2019-4-29 19:00,7,20,39,14,38,0.6,28.3,72,1006.6,1.9,257,0.12805,459.773
2019-4-29 20:00,6,19,30,16,31,0.6,27.8,75,1007.2,1.4,289.7,0.115787,453.529
2019-4-29 21:00,5,24,30,9,24,0.6,27.5,77,1007.7,1,302.7,0.188305,448.95
2019-4-29 22:00,5,36,30,11,11,0.6,27.2,79,1008.1,1.1,98.6,0.10666,441.435
2019-4-29 23:00,5,31,35,13,14,0.6,26.7,82,1007.9,1.1,103.4,0.125476,438.665
2019-4-30 0:00,4,30,21,17,10,0.6,26.2,85,1007.4,0.8,88.9,0.103549,433.159
2019-4-30 1:00,5,34,22,10,5,0.5,25.9,87,1006.7,0.7,79,0.127163,432.335
2019-4-30 2:00,5,34,27,15,4,0.5,25.9,88,1006.2,0.7,75,0.0918061,434.49
2019-4-30 3:00,5,30,29,15,8,0.5,26.1,87,1005.9,0.8,43.5,0.0986616,432.437
2019-4-30 4:00,4,31,28,16,4,0.6,26,88,1005.8,0.6,74.3,0.146314,430.511
2019-4-30 5:00,5,35,27,14,0,0.6,25.8,89,1005.6,0.5,67.1,0.289141,445.338
2019-4-30 6:00,5,32,29,15,3,0.6,25.9,89,1005.7,0.5,13.6,0.293896,429.908
2019-4-30 7:00,7,32,28,19,10,0.7,26.9,86,1006.1,0.7,6.4,0.420109,429.52
2019-4-30 8:00,8,28,26,18,24,0.8,28.2,78,1006.3,1.4,247.3,0.741592,436.532
2019-4-30 9:00,7,33,50,21,18,0.7,28,79,1006.7,2.4,232.1,0.692715,432.769
2019-4-30 10:00,—,18,—,20,—,0.6,24.4,86,1007.7,2.4,251.9,0.525662,437.591
2019-4-30 11:00,4,—,12,2,88,—,24.7,83,1007.8,2.2,246.4,0.525662,437.591
2019-4-30 12:00,4,—,13,3,97,0.6,25.2,78,1007.3,2.5,251.2,0.3938,441.493
2019-4-30 13:00,4,14,10,4,115,0.6,26.2,72,1005.7,1.9,260.2,0.292452,468.821
2019-4-30 14:00,4,20,19,9,119,0.7,26.9,69,1004.3,1.4,3.1,0.112684,448.358
2019-4-30 15:00,3,24,28,13,129,0.7,26.8,70,1004.1,0.8,42,0.999093,472.5
2019-4-30 16:00,4,42,32,12,106,0.7,27.2,70,1004,0.6,5.1,0.263218,452.986
2019-4-30 17:00,5,40,33,17,107,0.8,27.5,69,1004.2,1.1,256.1,0.308178,472.836
2019-4-30 18:00,6,35,45,21,102,0.8,26.6,71,1004.9,0.9,270.6,0.152033,454.478
2019-4-30 19:00,5,42,34,19,70,0.8,26.3,74,1005.7,0.6,254.9,0.737912,456.718
2019-4-30 20:00,6,50,38,24,53,0.9,26,76,1006.3,0.5,288.1,0.471089,450.58
2019-4-30 21:00,5,42,42,28,58,0.8,26.2,75,1007,0.9,279.3,0.15016,449.85
2019-4-30 22:00,5,44,43,25,28,0.8,24.9,79,1007.4,1.9,340.1,0.183819,447.112
2019-4-30 23:00,4,30,20,17,36,0.8,24,79,1007.3,1.6,337.3,0.144384,445.252
2019-5-1 0:00,5,33,2,6,30,0.8,23.8,77,1007,1.4,313.5,0.0473638,426.545
2019-5-1 1:00,4,46,21,5,11,0.8,23.4,79,1006.7,1.3,318.1,0.0595951,422.407
2019-5-1 2:00,5,46,24,11,8,0.8,23,78,1006.6,1.6,325.2,0.136661,424.833
2019-5-1 3:00,6,34,19,12,16,0.8,22.4,76,1006.6,1.8,333.9,0.242044,423.768
2019-5-1 4:00,6,25,20,10,24,0.8,22,74,1007,1.6,318.3,0.0474387,420.972
2019-5-1 5:00,6,23,15,10,27,0.8,21.4,74,1007.4,1.8,326.9,0.845925,441.055
2019-5-1 6:00,6,22,14,9,30,0.8,21.3,73,1008,2,331.4,0.977792,460.055
2019-5-1 7:00,8,26,20,10,27,0.8,21.3,72,1009,2.1,332.5,0.56513,459.073
2019-5-1 8:00,6,28,23,15,26,0.8,21.6,71,1009.8,1.8,337.4,0.0396681,429.64
2019-5-1 9:00,5,28,24,14,27,0.9,21.8,70,1010.2,1.8,346,0.0396681,429.64
2019-5-1 10:00,5,28,26,10,32,0.9,22.7,67,1010.3,1.7,358.5,1,435.281
2019-5-1 11:00,5,28,29,9,40,0.9,23.4,66,1010,1.5,355.8,0.0614782,445.174
2019-5-1 12:00,5,27,26,8,55,0.9,24.9,63,1009.4,1.2,347.8,0.79248,468.423
2019-5-1 13:00,5,22,24,15,87,0.9,25.2,62,1008.4,1.7,12.8,0.557781,451.522
2019-5-1 14:00,4,19,29,14,110,0.9,25.8,60,1007.4,1.9,6.2,0.853545,471.667
2019-5-1 15:00,3,19,33,10,110,0.8,25.9,60,1006.8,1.5,351.2,0.59535,473.911
2019-5-1 16:00,5,23,30,10,85,0.9,25.2,63,1006.9,2,355.6,0.877457,462.357
2019-5-1 17:00,4,26,31,15,77,0.9,25,63,1006.8,1.8,358.4,0.0641936,453.894
2019-5-1 18:00,5,30,31,15,68,0.9,24.8,64,1007.2,1.7,7.8,1,477.843
2019-5-1 19:00,4,33,28,15,56,0.9,24.7,64,1007.8,1.5,11.4,0.224761,455.568
2019-5-1 20:00,5,38,30,15,42,0.9,24.4,66,1008.7,1.7,49.2,0.302372,450.079
2019-5-1 21:00,7,40,32,11,29,1,24.2,66,1009.5,1.7,42.2,0.125814,443.083
2019-5-1 22:00,6,32,33,15,40,0.9,23.9,67,1010,2.1,43,0.162451,436.101
2019-5-1 23:00,5,26,33,20,46,0.9,23.5,67,1010.1,2.1,40.7,0.366036,437.958
2019-5-2 0:00,5,26,42,22,46,0.9,22.9,67,1009.6,1.8,39.3,0.393413,436.925
2019-5-2 1:00,4,24,33,25,45,0.9,22.6,67,1009.5,1.4,43,0.342779,434.873
2019-5-2 2:00,4,27,34,25,39,0.9,22.4,68,1009.1,1.5,54.3,0.294107,427.401
2019-5-2 3:00,5,26,37,26,41,0.9,22.3,67,1009,1.4,40.2,0.172692,419.963
2019-5-2 4:00,4,27,37,23,39,0.8,22,69,1009.2,1.4,45.8,0.158112,419.57
2019-5-2 5:00,5,24,42,21,40,0.9,20.7,78,1009.9,1.9,67.3,0.166768,419.295
2019-5-2 6:00,3,26,38,23,36,0.9,19.3,88,1010.9,1.6,45.2,0.234072,418.312
2019-5-2 7:00,4,33,31,22,28,0.9,19.2,90,1011.3,1.7,35.6,0.179853,421.373
2019-5-2 8:00,5,35,32,21,30,0.9,19.7,87,1011.8,2.2,44.1,0.727806,424.831
2019-5-2 9:00,5,33,31,29,39,0.9,20.3,84,1012.3,1.8,35.7,0.145115,421.972
2019-5-2 10:00,4,28,28,23,46,0.9,21.2,80,1012.4,2.1,43.5,0.145115,421.972
2019-5-2 11:00,5,27,31,22,51,0.9,21.9,76,1012.3,1.8,42.8,0.169125,425.492
2019-5-2 12:00,6,29,34,18,51,0.9,22.5,74,1011.8,1.9,32.4,0.165014,429.977
2019-5-2 13:00,7,30,34,19,55,0.9,22.5,74,1011.2,1.6,26.6,0.166509,432.256
2019-5-2 14:00,6,33,37,23,58,0.8,22.4,74,1010.7,1.7,33.2,0.12666,440.994
2019-5-2 15:00,6,39,44,22,39,0.9,21.4,82,1010.2,1.8,353.7,0.117128,448.105
2019-5-2 16:00,5,40,31,23,30,0.9,20.5,89,1010.5,1.6,329.2,0.0608394,454.366
2019-5-2 17:00,4,39,21,22,33,0.8,20.1,90,1010.6,2.1,0.6,0.0617965,458.855
2019-5-2 18:00,4,36,16,12,34,0.8,20.1,90,1011,1.4,25.5,0.450132,455.173
2019-5-2 19:00,4,42,12,10,17,0.9,20.3,90,1011.5,1.3,28.6,0.104453,452.034
2019-5-2 20:00,4,39,18,10,24,0.8,20.2,89,1012.1,1.7,45.2,0.0432523,452.293
2019-5-2 21:00,4,41,14,9,22,0.8,20,89,1012.4,1.3,48.3,0.0662326,441.619
2019-5-2 22:00,5,47,21,17,13,0.8,20,89,1012.8,1.1,36.4,0.0895589,434.786
2019-5-2 23:00,6,39,17,18,18,0.8,20.2,88,1012.9,1.3,24.5,0.0578165,431.108
2019-5-3 0:00,6,41,20,14,14,0.8,20.3,88,1012.6,1.2,25.9,0.0684716,433.46
2019-5-3 1:00,6,40,17,17,15,0.8,20.3,88,1012.3,1.4,36.6,0.268544,431.825
2019-5-3 2:00,4,38,26,14,15,0.8,19.8,90,1012,1,29.8,0.497398,438.445
2019-5-3 3:00,5,32,20,13,19,0.7,20,88,1011.5,0.9,28.1,0.0773713,428.02
2019-5-3 4:00,6,35,20,12,14,0.7,20,88,1011.3,0.9,61.9,0.384633,433.121
2019-5-3 5:00,6,37,25,11,11,0.7,20,88,1011.6,1,35.5,0.25517,435.992
2019-5-3 6:00,6,36,25,17,13,0.7,20.2,86,1012.6,1.4,18.3,0.614113,434.067
2019-5-3 7:00,6,37,21,17,15,0.7,20.6,84,1013.4,1.8,18.3,0.49041,431.631
2019-5-3 8:00,5,39,23,11,26,0.7,20.9,80,1013.9,2,34.8,0.476445,433.042
2019-5-3 9:00,5,41,25,16,29,0.7,21.2,77,1014.4,1.6,50.3,0.367208,433.133
2019-5-3 10:00,7,35,28,13,38,0.7,21.6,76,1014.5,2.1,65.4,0.353709,432.298
2019-5-3 11:00,12,31,26,14,51,0.7,22.3,73,1014.2,2,61,0.353709,432.298
2019-5-3 12:00,7,27,41,21,100,0.7,23.2,68,1013.6,2.2,71.1,0.647799,446.751
2019-5-3 13:00,7,27,51,25,144,0.7,23.5,65,1013,1.9,75.9,0.2544,441.859
2019-5-3 14:00,7,28,58,31,156,0.7,23.8,64,1012.3,1.5,71.2,0.361833,443.005
2019-5-3 15:00,7,34,70,38,147,0.7,23.6,64,1011.6,1.8,65.2,0.221169,448.158
2019-5-3 16:00,8,41,66,43,142,0.7,23.6,65,1011.4,1.7,55.1,0.268285,453.943
2019-5-3 17:00,8,46,73,43,138,0.7,23.4,65,1011.3,1.6,64.5,0.336893,450.638
2019-5-3 18:00,8,51,84,47,123,0.8,23.2,67,1011.6,1.2,55.5,0.246202,473.941
2019-5-3 19:00,7,51,81,50,110,0.8,23.1,68,1012.4,0.9,29.1,0.399932,456.91
2019-5-3 20:00,8,54,74,58,89,0.9,23.1,68,1012.9,0.4,55.1,0.283328,453.892
2019-5-3 21:00,7,56,72,54,76,0.9,23.1,67,1013.3,0.7,112.9,0.908893,450.732
2019-5-3 22:00,7,59,81,52,63,0.8,23.1,68,1013.5,0.8,77.6,0.774384,444.181
2019-5-3 23:00,6,46,70,53,59,0.7,23,67,1013.8,0.6,73.9,0.357564,449.053
2019-5-4 0:00,6,41,74,41,53,0.7,22.5,72,1013.5,0.5,321.5,0.0858879,428.413
2019-5-4 1:00,6,39,65,34,47,0.7,21.5,79,1012.4,0.8,84.6,0.0727656,428.846
2019-5-4 2:00,6,54,61,39,31,0.7,21.7,80,1012.1,0.4,354.7,0.07396,426.739
2019-5-4 3:00,6,51,59,37,27,0.7,22,79,1011.7,0.5,43.4,0.141772,425.232
2019-5-4 4:00,6,78,69,39,2,0.8,21.9,78,1011.4,0.8,65.8,0.0807623,425.469
2019-5-4 5:00,7,76,81,48,9,0.8,21.9,77,1011.5,1.1,69.2,0.0665511,424.523
2019-5-4 6:00,6,63,68,45,23,0.7,22,76,1011.6,0.8,68.5,0.276332,422.764
2019-5-4 7:00,8,67,58,37,33,0.7,22.3,70,1012.2,1,56.2,0.0876343,425.521
2019-5-4 8:00,7,62,58,28,42,0.7,22.5,64,1012.8,0.9,46.5,0.0866348,427.521
2019-5-4 9:00,6,61,60,31,44,0.6,21.5,67,1013.2,0.8,75.1,0.0866348,427.521
2019-5-4 10:00,7,74,48,21,29,0.6,22.1,65,1013.2,0.7,6.3,0.277427,463.739
2019-5-4 11:00,6,74,58,23,22,0.8,21.3,76,1013.2,0.7,236,0.0538598,437.174
2019-5-4 12:00,8,66,44,22,45,0.6,21.4,65,1012.4,1.1,136.5,0.0422897,440.049
2019-5-4 13:00,6,67,48,19,43,0.6,20.3,72,1011.4,0.8,19.9,0.0283507,445.064
2019-5-4 14:00,6,90,45,23,22,0.6,20.7,73,1010.7,0.6,225.1,0.036041,449.024
2019-5-4 15:00,5,92,57,23,18,0.7,19.6,81,1010.1,0.8,325.5,0.34,455.43
2019-5-4 16:00,5,93,40,29,33,0.7,19,84,1009.7,1,37.3,0.210836,460.489
2019-5-4 17:00,7,76,44,30,82,0.6,18.5,86,1009.7,1.2,41.8,0.318832,482.487
2019-5-4 18:00,6,68,47,31,82,0.7,18.1,90,1010,1.3,32.1,0.554946,450.323
2019-5-4 19:00,4,59,33,38,72,0.7,18,91,1010.4,1.6,27.2,0.376329,457.354
2019-5-4 20:00,5,57,30,33,54,0.7,18.3,92,1010.7,1.3,59.3,0.0999466,453.818
2019-5-4 21:00,5,52,30,38,46,0.6,18.7,93,1011,1.5,64.5,0.534363,452.164
2019-5-4 22:00,5,46,27,32,50,0.6,18.6,91,1011.3,1.6,52.7,0.383347,449.86
2019-5-4 23:00,5,34,21,28,60,0.5,18.4,92,1011.2,1.7,34,0.339512,441.193
2019-5-5 0:00,5,40,31,23,43,0.6,18.5,93,1010.8,1.8,27.4,0.265201,437.317
2019-5-5 1:00,5,37,24,24,39,0.6,18.5,93,1010,1.6,49.7,0.177365,436.27
2019-5-5 2:00,5,34,25,29,44,0.6,18.6,93,1009.5,1.6,35.3,0.113806,433.173
2019-5-5 3:00,5,35,22,21,37,0.6,18.8,93,1009.2,1.1,47.2,0.14011,430.494
2019-5-5 4:00,5,40,26,25,24,0.6,18.9,92,1009,1.4,20.6,0.168586,429.447
2019-5-5 5:00,6,37,22,32,30,0.6,18.8,92,1008.8,1.4,41.1,0.180999,433.99
2019-5-5 6:00,5,41,20,25,26,0.6,18.9,92,1008.9,1.4,34.6,0.404781,429.496
2019-5-5 7:00,5,50,19,21,16,0.6,19,93,1009.3,1.5,27.7,0.281949,430.709
2019-5-5 8:00,6,54,21,17,12,0.7,19.2,93,1009.5,1.4,33.5,0.56774,431.209
2019-5-5 9:00,7,54,17,20,16,0.8,19.6,91,1009.3,1.4,42.7,0.335554,425.44
2019-5-5 10:00,7,50,29,24,22,0.7,20.1,89,1009,1.6,43.7,0.335554,425.44
2019-5-5 11:00,7,55,31,20,24,0.8,20.6,88,1008.6,1.3,29,0.345256,429.717
2019-5-5 12:00,6,52,33,25,31,0.8,20.8,87,1007.9,1.3,40.7,0.407972,437.526
2019-5-5 13:00,7,52,35,26,35,0.8,20.9,87,1007.2,1.4,52.4,0.400105,442.711
2019-5-5 14:00,7,56,37,25,31,0.8,20.9,88,1006,1.5,61.2,0.293946,445.682
2019-5-5 15:00,6,71,40,27,18,0.8,21,89,1005.5,1,42.7,0.254909,451.454
2019-5-5 16:00,6,67,48,36,14,0.8,20.9,90,1005.4,1,356.8,0.370461,456.163
2019-5-5 17:00,6,74,40,32,3,0.9,20.6,92,1005.3,1.2,20.4,0.999665,455.682
2019-5-5 18:00,6,74,30,31,1,0.9,20.4,92,1006,1.8,16.8,0.617395,472.743
2019-5-5 19:00,5,67,24,29,4,0.8,20.3,93,1006.5,1.2,44.9,0.258858,454.678
2019-5-5 20:00,5,59,18,22,7,0.7,20.2,93,1007.3,1.5,33.6,0.64578,453.106
2019-5-5 21:00,5,59,17,16,9,0.7,20.1,93,1007.7,1.1,40.9,0.351776,448.648
2019-5-5 22:00,5,49,20,14,13,0.7,20.1,93,1008,1.2,16.3,0.504144,444.301
2019-5-5 23:00,6,51,15,16,10,0.7,20.1,94,1007.8,1.4,38.6,0.296273,441.693
2019-5-6 0:00,7,43,16,15,18,0.7,20.1,94,1007.4,1.3,32.5,0.451377,442.18
2019-5-6 1:00,7,39,22,17,19,0.7,20,94,1006.8,1.4,31,0.339322,441.65
2019-5-6 2:00,7,42,25,20,15,0.7,19.9,94,1006.4,1.5,20.3,0.338212,435.244
2019-5-6 3:00,5,42,16,11,15,0.6,19.9,94,1006.1,1.4,24.3,0.330588,434.145
2019-5-6 4:00,5,43,11,11,13,0.6,19.9,95,1006.2,1.2,32.4,0.432283,434.328
2019-5-6 5:00,6,38,10,8,20,0.6,19.9,95,1006.6,1.4,30.5,0.930456,436.204
2019-5-6 6:00,5,37,10,5,19,0.6,19.8,95,1006.9,1.3,29,0.488534,438.254
2019-5-6 7:00,5,44,12,6,13,0.7,20,95,1007.5,1.4,26,0.574398,437.017
2019-5-6 8:00,4,48,13,8,12,0.7,20.2,95,1007.8,1.6,36.7,0.594546,435.332
2019-5-6 9:00,4,49,15,8,13,0.7,20.4,95,1008.4,1.5,31.5,0.743556,433.937
2019-5-6 10:00,4,48,18,7,16,0.7,20.8,93,1008.3,1.6,35.2,0.822405,435.997
2019-5-6 11:00,6,47,21,10,21,0.7,21.3,89,1008,1.9,33,0.822405,435.997
2019-5-6 12:00,6,43,24,13,33,0.7,21.9,86,1007.9,1.9,46.1,0.478815,435.545
2019-5-6 13:00,6,39,24,18,49,0.6,22.2,84,1007.4,2,41.4,0.842188,461.54
2019-5-6 14:00,—,50,38,17,24,0.8,21.4,90,1006,1.9,27,0.53778,437.515
2019-5-6 16:00,5,58,28,14,—,—,21.1,92,1005.8,1.8,22,0.779851,443.975
2019-5-6 17:00,5,62,20,14,9,0.8,20.9,94,1006.1,1.6,27.6,0.895703,464.47
2019-5-6 18:00,5,57,26,12,12,0.8,20.8,94,1006.4,1.6,39.5,0.451,440.684
2019-5-6 19:00,5,52,14,13,14,0.7,20.8,94,1007,1.7,31,0.525605,452.406
2019-5-6 20:00,5,48,13,10,17,0.7,20.6,94,1007.8,1.5,48.6,0.394705,447.895
2019-5-6 21:00,—,—,—,—,—,—,—,—,—,—,—,0.789702,468.809
2019-5-6 22:00,—,—,—,—,—,—,—,—,—,—,—,0.836718,465.744
2019-5-6 23:00,—,—,—,—,—,—,—,—,—,—,—,0.805462,447.421
2019-5-7 0:00,—,—,—,—,—,—,—,—,—,—,—,0.905269,460.026
2019-5-7 1:00,—,—,—,—,—,—,—,—,—,—,—,0.565314,443.249
2019-5-7 2:00,—,—,—,—,—,—,—,—,—,—,—,0.531411,441.042
2019-5-7 3:00,—,—,—,—,—,—,—,—,—,—,—,0.319754,439.988
2019-5-7 4:00,—,—,—,—,—,—,—,—,—,—,—,0.209817,439.501
2019-5-7 5:00,—,—,—,—,—,—,—,—,—,—,—,0.290653,439.028
2019-5-7 6:00,—,—,—,—,—,—,—,—,—,—,—,0.230442,439.154
2019-5-7 7:00,—,—,—,—,—,—,—,—,—,—,—,0.506767,439.884
2019-5-7 8:00,—,—,—,—,—,—,—,—,—,—,—,0.587407,458.859
2019-5-7 9:00,—,—,—,—,—,—,—,—,—,—,—,0.470656,437.81
2019-5-7 10:00,7,29,27,11,38,0.6,21.5,80,1009.5,2.7,64.3,0.470656,437.81
2019-5-7 11:00,6,32,19,12,42,0.6,21.5,79,1009.7,2,69.2,0.256924,442.071
2019-5-7 12:00,6,38,28,13,49,0.6,21.6,79,1009.2,2,69.9,0.344868,446.992
2019-5-7 13:00,6,43,30,17,54,0.6,21.5,80,1008.8,1.6,63.3,0.383265,448.729
2019-5-7 14:00,6,45,36,18,57,0.6,21.2,82,1008.2,1.8,58.8,0.679187,448.734
2019-5-7 15:00,6,50,33,21,44,0.6,20.7,87,1007.7,1.2,59.3,0.457837,446.087
2019-5-7 16:00,6,61,34,18,26,0.6,20.3,91,1007.4,1.1,63.9,0.260793,453.246
2019-5-7 17:00,6,73,23,19,12,0.8,20.2,92,1007.6,1,62,0.255108,472.835
2019-5-7 18:00,6,72,25,18,13,0.7,20,93,1007.7,1.4,62.9,0.530048,453.361
2019-5-7 19:00,5,70,31,22,8,0.7,20,92,1008.2,1.3,65.1,0.402393,451.842
2019-5-7 20:00,5,68,26,26,5,0.7,20.1,92,1008.4,1.5,63.5,0.445828,451.374
2019-5-7 21:00,5,61,29,28,3,0.7,20.2,92,1009,1.1,66.5,0.574842,451.539
2019-5-7 22:00,6,65,36,25,0,0.8,20.3,92,1009.6,0.9,41,0.470414,449.044
2019-5-7 23:00,6,59,33,29,0,0.8,20.4,92,1009.9,0.6,43.4,0.493587,445.178
2019-5-8 0:00,6,58,36,27,0,0.8,20.3,92,1009.5,0.6,55.1,0.412988,440.8
2019-5-8 1:00,5,55,36,22,0,0.8,20.2,92,1009,1,82.2,0.391774,441.744
2019-5-8 2:00,6,43,31,24,25,0.6,20.1,89,1008.6,1.1,77.4,0.533882,441.036
2019-5-8 3:00,5,44,28,24,24,0.6,20.2,88,1008.2,1,42.6,0.517958,441.252
2019-5-8 4:00,6,40,28,22,26,0.6,20.2,87,1007.8,1.4,39.1,0.471817,438.611
2019-5-8 5:00,6,49,34,22,7,0.7,20.1,90,1007.7,1.6,53.4,0.429231,438.362
